gene	transcript	type	TSS	PolyA	strand
gene-RAB5IF	rna-NM_001199534.2	mRNA	38329629	38336421	+
gene-SLA2	rna-NM_175077.3	mRNA	38370536	38336182	-
gene-NDRG3	rna-NM_022477.4	mRNA	38470362	38376107	-
gene-NDRG3	rna-XM_054323764.1	mRNA	38470323	38376107	-
gene-NDRG3	rna-XM_054323761.1	mRNA	38470104	38376107	-
gene-NDRG3	rna-XM_054323762.1	mRNA	38425025	38376107	-
gene-NDRG3	rna-XM_054323765.1	mRNA	38425013	38376107	-
gene-NDRG3	rna-XM_054323759.1	mRNA	38421074	38376107	-
gene-DSN1	rna-NM_001145318.2	mRNA	38498046	38476074	-
gene-DSN1	rna-XM_054324037.1	mRNA	38498046	38482415	-
gene-MTCL2	rna-NM_080627.4	mRNA	38587834	38501730	-
gene-MTCL2	rna-NM_199181.3	mRNA	38584168	38501730	-
gene-TLDC2	rna-XM_054323011.1	mRNA	38597381	38613750	+
gene-TLDC2	rna-NM_001304783.1	mRNA	38600416	38618600	+
gene-TLDC2	rna-NM_080628.3	mRNA	38600433	38618600	+
gene-TLDC2	rna-XM_054323012.1	mRNA	38602264	38613750	+
gene-SAMHD1	rna-NM_001363729.2	mRNA	38676050	38614120	-
gene-SAMHD1	rna-NM_015474.4	mRNA	38676050	38614578	-
gene-SAMHD1	rna-NM_001363733.2	mRNA	38676050	38617058	-
gene-RBL1	rna-NM_001323281.2	mRNA	38820362	38720691	-
gene-RBL1	rna-XM_054323791.1	mRNA	38806392	38720691	-
gene-RBL1	rna-NM_183404.4	mRNA	38820362	38727917	-
gene-RBL1	rna-XM_054323792.1	mRNA	38820362	38746997	-
gene-MROH8	rna-NM_152503.8	mRNA	38903924	38825516	-
gene-MROH8	rna-NM_213632.3	mRNA	38903924	38853181	-
gene-RPN2	rna-NM_001324301.2	mRNA	38903677	38965686	+
gene-GHRH	rna-NM_001184731.3	mRNA	38985883	38975155	-
gene-MANBAL	rna-NM_001387335.1	mRNA	39013722	39041330	+
gene-MANBAL	rna-NM_001387337.1	mRNA	39013722	39028630	+
gene-MANBAL	rna-NM_001376533.1	mRNA	39014336	39041330	+
gene-LOC105372606	rna-XR_007089585.1	lnc_RNA	39068669	39061513	-
gene-SRC	rna-XM_054323903.1	mRNA	39068773	39130113	+
gene-SRC	rna-NM_198291.3	mRNA	39070214	39130113	+
gene-SRC	rna-XM_054323908.1	mRNA	39078851	39130113	+
gene-BLCAP	rna-NM_006698.4	mRNA	39251971	39241511	-
gene-BLCAP	rna-NM_001167821.2	mRNA	39251827	39241511	-
gene-BLCAP	rna-NM_001167823.2	mRNA	39248549	39241511	-
gene-BLCAP	rna-NM_001317074.2	mRNA	39244683	39241511	-
gene-BLCAP	rna-NM_001317075.2	mRNA	39244397	39241511	-
gene-NNAT	rna-NM_005386.4	mRNA	39245344	39247786	+
gene-LINC01746	rna-NR_184035.1	lnc_RNA	39295208	39316546	+
gene-LINC00489	rna-NR_047461.1	lnc_RNA	39347224	39343402	-
gene-LOC100287792	rna-NR_040021.1	lnc_RNA	39401001	39407326	+
gene-LOC105372609	rna-XR_007089588.1	lnc_RNA	39415366	39410134	-
gene-LOC105372609	rna-XR_007089589.1	lnc_RNA	39412327	39410134	-
gene-CTNNBL1	rna-XM_054323721.1	mRNA	39418120	39596190	+
gene-CTNNBL1	rna-XM_054323722.1	mRNA	39468685	39596190	+
gene-LOC124904896	rna-XR_007089590.1	lnc_RNA	39643304	39621534	-
gene-VSTM2L	rna-NM_080607.3	mRNA	39627201	39669656	+
gene-TTI1	rna-NM_001303457.2	mRNA	39757799	39707341	-
gene-TTI1	rna-XM_054324254.1	mRNA	39743491	39707341	-
gene-TTI1	rna-XM_054324255.1	mRNA	39757799	39713011	-
gene-TTI1	rna-XM_054324258.1	mRNA	39757799	39720695	-
gene-TTI1	rna-XM_054324256.1	mRNA	39757799	39721168	-
gene-TTI1	rna-XM_054324257.1	mRNA	39743491	39721177	-
gene-TTI1	rna-XM_054324259.1	mRNA	39757799	39726978	-
gene-TTI1	rna-XM_054324260.1	mRNA	39743491	39726981	-
gene-RPRD1B	rna-NM_021215.4	mRNA	39758089	39816691	+
gene-RPRD1B	rna-XM_054323787.1	mRNA	39764780	39816691	+
gene-RPRD1B	rna-XM_054323788.1	mRNA	39772690	39816691	+
gene-LOC124904898	rna-XR_007089591.1	lnc_RNA	39758449	39762450	+
gene-TGM2	rna-XM_054323958.1	mRNA	39893577	39852467	-
gene-TGM2	rna-XM_054323959.1	mRNA	39891637	39852467	-
gene-TGM2	rna-NM_001323316.2	mRNA	39891610	39852467	-
gene-TGM2	rna-XM_054323960.1	mRNA	39891523	39852467	-
gene-TGM2	rna-NM_001323318.2	mRNA	39890372	39852467	-
gene-TGM2	rna-NM_198951.3	mRNA	39890372	39863025	-
gene-LOC124908108	rna-XR_007089592.1	lnc_RNA	39890280	39887884	-
gene-KIAA1755	rna-XM_054324184.1	mRNA	39986884	39936619	-
gene-KIAA1755	rna-XM_054324181.1	mRNA	39986884	39939866	-
gene-KIAA1755	rna-XM_054324188.1	mRNA	39986884	39943368	-
gene-KIAA1755	rna-XM_054324185.1	mRNA	39986884	39943603	-
gene-KIAA1755	rna-XM_054324187.1	mRNA	39986884	39945837	-
gene-KIAA1755	rna-XM_054324186.1	mRNA	39986884	39945938	-
gene-KIAA1755	rna-XM_054324190.1	mRNA	39986884	39953270	-
gene-LOC124904900	rna-XR_007089593.1	lnc_RNA	39979224	39984013	+
gene-LOC149684	rna-NR_104170.1	lnc_RNA	39986324	40015105	+
gene-BPI	rna-NM_001725.3	mRNA	40030314	40063821	+
gene-BPI	rna-XM_054323897.1	mRNA	40030314	40060809	+
gene-BPI	rna-XM_054323898.1	mRNA	40044076	40063821	+
gene-LBP	rna-NM_004139.5	mRNA	40072799	40104596	+
gene-SNHG17	rna-NR_185967.1	lnc_RNA	40162914	40148173	-
gene-LOC124904958	rna-XM_047447000.1	mRNA	40158379	40164294	+
gene-SNHG11	rna-NR_003239.1	lnc_RNA	40174249	40178517	+
gene-RALGAPB	rna-NM_020336.4	mRNA	40202514	40308509	+
gene-RALGAPB	rna-XM_054323731.1	mRNA	40218068	40308509	+
gene-RALGAPB	rna-XM_054323738.1	mRNA	40218068	40303921	+
gene-RALGAPB	rna-XM_054323737.1	mRNA	40222718	40308509	+
gene-RALGAPB	rna-XM_054323739.1	mRNA	40264861	40308509	+
gene-ADIG	rna-NM_001393816.1	mRNA	40310848	40318108	+
gene-ARHGAP40	rna-NM_001164431.3	mRNA	40331452	40380310	+
gene-SLC32A1	rna-NM_080552.3	mRNA	40454637	40459523	+
gene-ACTR5	rna-NM_024855.4	mRNA	40478617	40502675	+
gene-PPP1R16B	rna-NM_015568.4	mRNA	40535803	40653074	+
gene-PPP1R16B	rna-XM_054323326.1	mRNA	40612628	40653074	+
gene-PPP1R16B	rna-XM_054323327.1	mRNA	40625737	40653074	+
gene-FAM83D	rna-NM_030919.3	mRNA	40656468	40683157	+
gene-DHX35	rna-NM_021931.4	mRNA	40692392	40769758	+
gene-DHX35	rna-XM_054323796.1	mRNA	40692392	40748929	+
gene-DHX35	rna-XM_054323797.1	mRNA	40692392	40744969	+
gene-DHX35	rna-XM_054323798.1	mRNA	40692392	40740609	+
gene-DHX35	rna-XM_054323799.1	mRNA	40736264	40769758	+
gene-LOC107985448	rna-XR_007089594.1	lnc_RNA	40861492	40951495	+
gene-LINC01734	rna-NR_027124.1	lnc_RNA	40956205	40945237	-
gene-LOC102724950	rna-XR_007089598.1	lnc_RNA	41392316	41386814	-
gene-LOC102724950	rna-XR_007089600.1	lnc_RNA	41391945	41386814	-
gene-LOC102724950	rna-XR_007089597.1	lnc_RNA	41389931	41386814	-
gene-LOC105372614	rna-XR_007089602.1	lnc_RNA	41488684	41551087	+
gene-LOC105372614	rna-XR_007089603.1	lnc_RNA	41488738	41551087	+
gene-LOC105372613	rna-XR_007089601.1	lnc_RNA	41519768	41512385	-
gene-LINC01370	rna-NR_109936.1	lnc_RNA	41735973	41740041	+
gene-LOC105372616	rna-XR_007089604.1	lnc_RNA	41847957	41852613	+
gene-LOC105372617	rna-XR_007089605.1	lnc_RNA	42044314	42028554	-
gene-LOC105372618	rna-XR_007089606.1	lnc_RNA	42199226	42186483	-
gene-LOC102724968	rna-XR_007089607.1	lnc_RNA	42372668	42300060	-
gene-LOC102724968	rna-XR_007089608.1	lnc_RNA	42375580	42308284	-
gene-LOC107985435	rna-XR_007089609.1	lnc_RNA	42316178	42321968	+
gene-LOC105372620	rna-XR_007089610.1	lnc_RNA	42410224	42408717	-
gene-MAFB	rna-NM_005461.5	mRNA	42420721	42417333	-
gene-LOC101927098	rna-NR_187686.1	lnc_RNA	42448903	42428334	-
gene-LOC100128988	rna-NR_145524.1	lnc_RNA	42712202	42757084	+
gene-LOC105372621	rna-XR_007089611.1	lnc_RNA	42737196	42726403	-
gene-LOC105372621	rna-XR_007089612.1	lnc_RNA	42737143	42726403	-
gene-TOP1	rna-NM_003286.4	mRNA	42760510	42856163	+
gene-PLCG1-AS1	rna-NR_109889.1	lnc_RNA	42869679	42829668	-
gene-LOC124904903	rna-XM_054324299.1	mRNA	42869192	42865522	-
gene-PLCG1	rna-XM_054323526.1	mRNA	42868610	42909311	+
gene-PLCG1	rna-XM_054323525.1	mRNA	42868632	42909311	+
gene-PLCG1	rna-XM_054323528.1	mRNA	42868632	42904277	+
gene-PLCG1	rna-XM_054323529.1	mRNA	42868632	42904171	+
gene-PLCG1	rna-XM_054323530.1	mRNA	42868632	42903970	+
gene-PLCG1	rna-NM_002660.3	mRNA	42869222	42909311	+
gene-ZHX3	rna-NM_001384317.1	mRNA	43049530	42910140	-
gene-ZHX3	rna-XM_054323241.1	mRNA	43031932	42910140	-
gene-ZHX3	rna-NM_001384324.1	mRNA	43004066	42910140	-
gene-ZHX3	rna-XM_054323233.1	mRNA	43049530	42916858	-
gene-ZHX3	rna-XM_054323232.1	mRNA	43031932	42916858	-
gene-ZHX3	rna-XM_054323240.1	mRNA	42945702	42916858	-
gene-LPIN3	rna-XM_054323865.1	mRNA	43072622	43092379	+
gene-LPIN3	rna-XM_054323872.1	mRNA	43072623	43092379	+
gene-LPIN3	rna-XM_054323868.1	mRNA	43072663	43092379	+
gene-LPIN3	rna-XM_054323878.1	mRNA	43072663	43090127	+
gene-LPIN3	rna-XM_054323879.1	mRNA	43072663	43090125	+
gene-LPIN3	rna-XM_054323881.1	mRNA	43072663	43089565	+
gene-LPIN3	rna-XM_054323884.1	mRNA	43072663	43084664	+
gene-LPIN3	rna-XM_054323882.1	mRNA	43072663	43084495	+
gene-LPIN3	rna-XM_054323883.1	mRNA	43072663	43084483	+
gene-LPIN3	rna-XM_054323877.1	mRNA	43079754	43092379	+
gene-EMILIN3	rna-NM_052846.2	mRNA	43098615	43091759	-
gene-CHD6	rna-XM_054324124.1	mRNA	43350248	43133883	-
gene-CHD6	rna-XM_054324120.1	mRNA	43350237	43133883	-
gene-CHD6	rna-XM_054324123.1	mRNA	43350225	43133883	-
gene-CHD6	rna-NM_032221.5	mRNA	43350173	43133883	-
gene-CHD6	rna-XM_054324126.1	mRNA	43350168	43133883	-
gene-CHD6	rna-XM_054324121.1	mRNA	43334726	43133883	-
gene-CHD6	rna-XM_054324122.1	mRNA	43296163	43133883	-
gene-CHD6	rna-XM_054324130.1	mRNA	43281685	43133883	-
gene-CHD6	rna-XM_054324127.1	mRNA	43272556	43133883	-
gene-CHD6	rna-XM_054324128.1	mRNA	43271864	43133883	-
gene-CHD6	rna-XM_054324133.1	mRNA	43218132	43133883	-
gene-CHD6	rna-XM_054324135.1	mRNA	43171857	43133883	-
gene-CHD6	rna-XM_054324131.1	mRNA	43271864	43139947	-
gene-CHD6	rna-XM_054324132.1	mRNA	43271864	43146409	-
gene-CHD6	rna-XM_054324134.1	mRNA	43271864	43156980	-
gene-LOC101927182	rna-XR_007089617.1	lnc_RNA	43635671	43840380	+
gene-LOC101927182	rna-XR_007089616.1	lnc_RNA	43635672	43840380	+
gene-LOC101927182	rna-XR_007089614.1	lnc_RNA	43811263	43840380	+
gene-LOC105372622	rna-XR_007089624.1	lnc_RNA	43755990	43746402	-
gene-LOC105372622	rna-XR_007089623.1	lnc_RNA	43755990	43746521	-
gene-LOC105372622	rna-XR_007089621.1	lnc_RNA	43755990	43747249	-
gene-LOC105372622	rna-XR_007089622.1	lnc_RNA	43750826	43747249	-
gene-PTPRT	rna-XM_054322879.1	mRNA	44923940	43763751	-
gene-PTPRT	rna-NM_001394024.1	mRNA	44923940	43804656	-
gene-PTPRT	rna-XM_054322876.1	mRNA	44633990	43804656	-
gene-PTPRT	rna-XM_054322880.1	mRNA	44633989	43804656	-
gene-PTPRT	rna-NM_001394026.1	mRNA	44923940	43828165	-
gene-LOC105372624	rna-XR_007089618.1	lnc_RNA	44362682	44379391	+
gene-LOC105372624	rna-XR_007089620.1	lnc_RNA	44362968	44379391	+
gene-LOC101927159	rna-NR_110004.1	lnc_RNA	44417325	44420399	+
gene-LOC105372623	rna-XR_007089625.1	lnc_RNA	44681516	44687920	+
gene-PTPRT-AS1	rna-NR_149017.1	lnc_RNA	44701038	44703787	+
gene-PTPRT-DT	rna-NR_186414.1	lnc_RNA	44924099	44936633	+
gene-SRSF6	rna-NM_006275.6	mRNA	45191164	45197502	+
gene-SRSF6	rna-XM_054323841.1	mRNA	45191164	45193002	+
gene-L3MBTL1	rna-NM_001377306.1	mRNA	45240961	45284157	+
gene-L3MBTL1	rna-NM_001377303.1	mRNA	45240961	45275101	+
gene-L3MBTL1	rna-NM_001377307.1	mRNA	45247703	45284157	+
gene-L3MBTL1	rna-NM_001377309.1	mRNA	45247703	45275101	+
gene-SGK2	rna-NM_170693.3	mRNA	45292228	45318828	+
gene-SGK2	rna-NM_001199264.2	mRNA	45298425	45318828	+
gene-SGK2	rna-NM_016276.5	mRNA	45298999	45318828	+
gene-IFT52	rna-NM_001323578.2	mRNA	45324138	45380494	+
gene-MYBL2	rna-NM_002466.4	mRNA	45400312	45449682	+
gene-GTSF1L	rna-XM_054323071.1	mRNA	45460211	45459360	-
gene-GTSF1L	rna-NM_001008901.2	mRNA	45460201	45459363	-
gene-LOC101927200	rna-XR_007089628.1	lnc_RNA	45462119	45554083	+
gene-LOC105372625	rna-XR_007089627.1	lnc_RNA	45558107	45553866	-
gene-LOC105372625	rna-XR_007089626.1	lnc_RNA	45558106	45553866	-
gene-LOC124904908	rna-XR_007089629.1	lnc_RNA	45618675	45616790	-
gene-LINC01728	rna-NR_134577.1	lnc_RNA	45627888	45628638	+
gene-TOX2	rna-XM_054324158.1	mRNA	45648017	45804191	+
gene-TOX2	rna-XM_054324160.1	mRNA	45648017	45801432	+
gene-TOX2	rna-NM_032883.3	mRNA	45649295	45804191	+
gene-TOX2	rna-XM_054324156.1	mRNA	45674494	45804191	+
gene-TOX2	rna-XM_054324159.1	mRNA	45674494	45801417	+
gene-TOX2	rna-XM_054324157.1	mRNA	45678870	45804191	+
gene-TOX2	rna-XM_054324162.1	mRNA	45679020	45804191	+
gene-TOX2	rna-NM_001098798.2	mRNA	45679061	45804191	+
gene-JPH2	rna-NM_020433.5	mRNA	45921817	45841150	-
gene-JPH2	rna-XM_054323741.1	mRNA	45921817	45902962	-
gene-JPH2	rna-NM_175913.4	mRNA	45921817	45911444	-
gene-OSER1	rna-XM_054323485.1	mRNA	45949077	45930564	-
gene-OSER1	rna-XM_054323488.1	mRNA	45945411	45930564	-
gene-OSER1	rna-XM_054323486.1	mRNA	45945321	45930564	-
gene-OSER1	rna-XM_054323484.1	mRNA	45945319	45930564	-
gene-OSER1	rna-XM_054323487.1	mRNA	45945298	45930564	-
gene-OSER1-DT	rna-NR_038339.2	lnc_RNA	45945600	45960689	+
gene-OSER1-DT	rna-NR_038338.2	lnc_RNA	45945722	45960689	+
gene-OSER1-DT	rna-NR_038337.2	lnc_RNA	45945726	45960689	+
gene-GDAP1L1	rna-NM_001256738.2	mRNA	45981763	46015624	+
gene-GDAP1L1	rna-NM_001256737.2	mRNA	45981972	46015624	+
gene-FITM2	rna-NM_001080472.4	mRNA	46045937	46037575	-
gene-FITM2	rna-XM_054322942.1	mRNA	46054737	46040895	-
gene-R3HDML	rna-NM_178491.4	mRNA	46071780	46085976	+
gene-R3HDML-AS1	rna-NR_184036.1	lnc_RNA	46089981	46082289	-
gene-HNF4A	rna-NM_001287182.2	mRNA	46090438	46170187	+
gene-HNF4A	rna-NM_001287183.2	mRNA	46090438	46168436	+
gene-HNF4A	rna-NM_001287184.2	mRNA	46090438	46160242	+
gene-HNF4A	rna-NM_001258355.2	mRNA	46135999	46170187	+
gene-HNF4A	rna-NM_000457.6	mRNA	46135999	46168436	+
gene-HNF4A	rna-NM_178850.3	mRNA	46135999	46160242	+
gene-HNF4A-AS1	rna-NR_172878.1	lnc_RNA	46130422	46091483	-
gene-HNF4A-AS1	rna-NR_172879.1	lnc_RNA	46130422	46106871	-
gene-HNF4A-AS1	rna-NR_109949.1	lnc_RNA	46130466	46112486	-
gene-LINC01430	rna-NR_109893.1	lnc_RNA	46186323	46184543	-
gene-LINC01620	rna-NR_132343.1	lnc_RNA	46201109	46187751	-
gene-LINC01620	rna-NR_132342.1	lnc_RNA	46201109	46197527	-
gene-TTPAL	rna-XM_054323994.1	mRNA	46211639	46230369	+
gene-TTPAL	rna-XM_054323992.1	mRNA	46211652	46230369	+
gene-TTPAL	rna-XM_054324010.1	mRNA	46211775	46218103	+
gene-TTPAL	rna-XM_054324006.1	mRNA	46214781	46230369	+
gene-SERINC3	rna-NM_198941.3	mRNA	46257835	46231987	-
gene-SERINC3	rna-NM_006811.4	mRNA	46257835	46233207	-
gene-PKIG	rna-NM_181805.3	mRNA	46267640	46354808	+
gene-PKIG	rna-XM_054322883.1	mRNA	46267746	46354808	+
gene-PKIG	rna-XM_054322884.1	mRNA	46267829	46354808	+
gene-PKIG	rna-XM_054322882.1	mRNA	46299975	46354808	+
gene-PKIG	rna-XM_054322886.1	mRNA	46318346	46354808	+
gene-ADA	rna-NM_001322050.2	mRNA	46387473	46355293	-
gene-LINC01260	rna-NR_034104.1	lnc_RNA	46407510	46392222	-
gene-KCNK15-AS1	rna-NR_132377.1	lnc_RNA	46481962	46447627	-
gene-CCN5	rna-NM_001323370.2	mRNA	46450610	46463558	+
gene-CCN5	rna-NM_001323369.2	mRNA	46451116	46463558	+
gene-KCNK15	rna-NM_022358.4	mRNA	46481601	46488048	+
gene-RIMS4	rna-NM_182970.4	mRNA	46546417	46487543	-
gene-YWHAB	rna-NM_003404.5	mRNA	46621567	46644394	+
gene-YWHAB	rna-XM_054323962.1	mRNA	46621567	46639916	+
gene-PABPC1L	rna-NM_001372179.1	mRNA	46645922	46675184	+
gene-PABPC1L	rna-XM_054324061.1	mRNA	46645922	46671366	+
gene-TOMM34	rna-NM_006809.5	mRNA	46696285	46677998	-
gene-TOMM34	rna-XM_054322868.1	mRNA	46694196	46677998	-
gene-TOMM34	rna-XM_054322869.1	mRNA	46696285	46679320	-
gene-LOC124904912	rna-XR_007089633.1	lnc_RNA	46691085	46695425	+
gene-STK4-DT	rna-NR_038341.1	lnc_RNA	46702347	46699683	-
gene-STK4	rna-NM_001352385.2	mRNA	46702401	46815924	+
gene-STK4	rna-XM_054323935.1	mRNA	46702401	46760918	+
gene-STK4	rna-XM_054323932.1	mRNA	46707973	46815924	+
gene-STK4	rna-XM_054323931.1	mRNA	46709177	46815924	+
gene-STK4	rna-XM_054323934.1	mRNA	46709179	46815924	+
gene-STK4	rna-XM_054323933.1	mRNA	46711209	46815924	+
gene-KCNS1	rna-NM_001322799.2	mRNA	46837030	46827117	-
gene-WFDC5	rna-NM_001395506.1	mRNA	46852222	46845366	-
gene-WFDC5	rna-NM_145652.4	mRNA	46851077	46845366	-
gene-WFDC5	rna-XM_054323072.1	mRNA	46848428	46845366	-
gene-WFDC12	rna-NM_080869.2	mRNA	46860368	46859328	-
gene-LOC101929863	rna-XR_007089635.1	lnc_RNA	46874928	46872990	-
gene-PI3	rna-NM_002638.4	mRNA	46910801	46912443	+
gene-LINC02597	rna-NR_187568.1	lnc_RNA	46915886	46926803	+
gene-SEMG1	rna-NM_003007.5	mRNA	46942925	46945660	+
gene-SEMG2	rna-NM_003008.3	mRNA	46957267	46960352	+
gene-LOC105372630	rna-XR_007089648.1	lnc_RNA	46966716	46968449	+
gene-LOC105372630	rna-XR_007089650.1	lnc_RNA	46966717	46975876	+
gene-LOC105372630	rna-XR_007089645.1	lnc_RNA	46966717	46968449	+
gene-LOC105372630	rna-XR_007089647.1	lnc_RNA	46966718	47026213	+
gene-LOC105372630	rna-XR_007089649.1	lnc_RNA	46966718	46982679	+
gene-LOC105372630	rna-XR_007089646.1	lnc_RNA	46966718	46969474	+
gene-LOC124904913	rna-XR_007089651.1	lnc_RNA	46984941	46975262	-
gene-SLPI	rna-NM_003064.4	mRNA	46990453	46988132	-
gene-MATN4	rna-XM_054324195.1	mRNA	47044560	47029311	-
gene-MATN4	rna-NM_003833.5	mRNA	47044405	47029311	-
gene-MATN4	rna-NM_030592.4	mRNA	47044175	47029311	-
gene-RBPJL	rna-NM_001281448.2	mRNA	47042716	47053700	+
gene-SDC4	rna-XM_054323804.1	mRNA	47084300	47061164	-
gene-SYS1	rna-NM_001197129.2	mRNA	47097831	47105085	+
gene-SYS1	rna-NM_001099791.3	mRNA	47099030	47112666	+
gene-SYS1	rna-NM_033542.4	mRNA	47099030	47105085	+
gene-SYS1-DBNDD2	rna-NR_003189.2	lnc_RNA	47099043	47146471	+
gene-TP53TG5	rna-NM_014477.3	mRNA	47114193	47108427	-
gene-TP53TG5	rna-XM_054323364.1	mRNA	47114099	47108427	-
gene-LOC107985404	rna-XR_007089656.1	lnc_RNA	47143697	47130353	-
gene-LOC107985404	rna-XR_007089655.1	lnc_RNA	47143699	47134196	-
gene-LOC107985404	rna-XR_007089653.1	lnc_RNA	47143697	47134196	-
gene-DBNDD2	rna-NM_001197139.2	mRNA	47141854	47146468	+
gene-DBNDD2	rna-NM_001197140.2	mRNA	47141913	47146468	+
gene-DBNDD2	rna-NM_018478.3	mRNA	47142082	47146471	+
gene-DBNDD2	rna-NM_001048224.3	mRNA	47142436	47146468	+
gene-DBNDD2	rna-NM_001048226.4	mRNA	47144150	47146468	+
gene-LOC107985405	rna-XR_007089657.1	lnc_RNA	47154245	47151486	-
gene-PIGT	rna-NM_015937.6	mRNA	47152003	47162090	+
gene-LOC105372631	rna-NR_159957.1	lnc_RNA	47163270	47184434	+
gene-WFDC2	rna-NM_006103.4	mRNA	47205607	47217386	+
gene-LOC107987282	rna-XR_007089658.1	lnc_RNA	47223462	47276243	+
gene-SPINT3	rna-NM_006652.2	mRNA	47251496	47248341	-
gene-WFDC6	rna-NM_080827.2	mRNA	47275338	47270054	-
gene-EPPIN-WFDC6	rna-NM_001198986.2	mRNA	47283257	47272136	-
gene-EPPIN	rna-NM_020398.4	mRNA	47283257	47276482	-
gene-WFDC8	rna-NM_181510.3	mRNA	47315138	47287008	-
gene-WFDC8	rna-NM_130896.3	mRNA	47315138	47287615	-
gene-WFDC8	rna-XM_054324197.1	mRNA	47315138	47287942	-
gene-WFDC9	rna-NM_147198.4	mRNA	47367344	47343999	-
gene-WFDC10A	rna-NM_080753.3	mRNA	47365799	47367256	+
gene-WFDC10A	rna-XM_054323023.1	mRNA	47365799	47367078	+
gene-WFDC11	rna-NM_147197.2	mRNA	47406512	47384836	-
gene-WFDC10B	rna-NM_172131.2	mRNA	47441292	47420924	-
gene-WFDC13	rna-NM_172005.2	mRNA	47438311	47445090	+
gene-SPINT4	rna-NM_178455.3	mRNA	47458620	47462102	+
gene-WFDC3	rna-NM_080614.2	mRNA	47528410	47510744	-
gene-WFDC3	rna-XM_054323003.1	mRNA	47528310	47510744	-
gene-DNTTIP1	rna-NM_052951.3	mRNA	47528481	47547914	+
gene-DNTTIP1	rna-XM_054322922.1	mRNA	47528725	47547914	+
gene-UBE2C	rna-NM_181799.3	mRNA	47549140	47553437	+
gene-UBE2C	rna-NM_181801.4	mRNA	47549491	47553437	+
gene-TNNC2	rna-XM_054323961.1	mRNA	47569767	47559704	-
gene-TNNC2	rna-NM_003279.3	mRNA	47563803	47559704	-
gene-SNX21	rna-NM_001042633.3	mRNA	47570292	47579776	+
gene-SNX21	rna-XM_054324202.1	mRNA	47570292	47575031	+
gene-SNX21	rna-XM_054324201.1	mRNA	47570292	47574304	+
gene-SNX21	rna-XM_054324199.1	mRNA	47571671	47579776	+
gene-SNX21	rna-XM_054324198.1	mRNA	47575979	47579776	+
gene-ACOT8	rna-XM_054322808.1	mRNA	47593910	47578221	-
gene-ACOT8	rna-XM_054322810.1	mRNA	47590454	47578221	-
gene-ACOT8	rna-XM_054322811.1	mRNA	47593910	47580027	-
gene-ZSWIM3	rna-NM_080752.4	mRNA	47594132	47615613	+
gene-ZSWIM1	rna-XM_054324203.1	mRNA	47617413	47621759	+
gene-ZSWIM1	rna-XM_054324204.1	mRNA	47617725	47621759	+
gene-ZSWIM1	rna-XM_054324205.1	mRNA	47617730	47621759	+
gene-SPATA25	rna-XM_054322943.1	mRNA	47625151	47622984	-
gene-SPATA25	rna-NM_080608.4	mRNA	47624115	47622984	-
gene-NEURL2	rna-NM_080749.4	mRNA	47627705	47625127	-
gene-CTSA	rna-NM_001127695.3	mRNA	47627832	47635314	+
gene-PLTP	rna-NM_001242921.1	mRNA	47647050	47635114	-
gene-PLTP	rna-XM_054323531.1	mRNA	47646991	47635114	-
gene-PLTP	rna-NM_001242920.2	mRNA	47648211	47635116	-
gene-LOC107985388	rna-NR_171669.1	lnc_RNA	47671127	47669550	-
gene-PCIF1	rna-XM_054323822.1	mRNA	47670739	47684072	+
gene-PCIF1	rna-XM_054323824.1	mRNA	47671255	47684072	+
gene-PCIF1	rna-XM_054323823.1	mRNA	47671338	47684072	+
gene-PCIF1	rna-XM_054323825.1	mRNA	47679265	47684072	+
gene-ZNF335	rna-NM_022095.4	mRNA	47708264	47684712	-
gene-ZNF335	rna-XM_054323816.1	mRNA	47708044	47684712	-
gene-ZNF335	rna-XM_054323815.1	mRNA	47708034	47684712	-
gene-ZNF335	rna-XM_054323817.1	mRNA	47707961	47688746	-
gene-ZNF335	rna-XM_054323818.1	mRNA	47707961	47689836	-
gene-ZNF335	rna-XM_054323819.1	mRNA	47707960	47693647	-
gene-MMP9	rna-NM_004994.3	mRNA	47744920	47752588	+
gene-SLC12A5-AS1	rna-NR_147699.1	lnc_RNA	47758101	47749528	-
gene-SLC12A5	rna-NM_001134771.2	mRNA	47757714	47796164	+
gene-SLC12A5	rna-NM_020708.5	mRNA	47765232	47796164	+
gene-NCOA5	rna-NM_001348148.2	mRNA	47825999	47797005	-
gene-CD40	rna-NM_001302753.2	mRNA	47854354	47865909	+
gene-CD40	rna-XM_054324246.1	mRNA	47854354	47863212	+
gene-CD40	rna-XM_054324245.1	mRNA	47858663	47865909	+
gene-CDH22	rna-XM_054323844.1	mRNA	48044526	47909791	-
gene-CDH22	rna-XM_054323842.1	mRNA	47988514	47909791	-
gene-CDH22	rna-XM_054323845.1	mRNA	48044526	47931766	-
gene-CDH22	rna-XM_054323846.1	mRNA	48044526	47935526	-
gene-LOC124904916	rna-XR_007089660.1	lnc_RNA	47937192	47942924	+
gene-LOC124904916	rna-XR_007089659.1	lnc_RNA	47940926	47948837	+
gene-SLC35C2	rna-NM_001281458.2	mRNA	48100453	48082032	-
gene-LOC124904917	rna-XR_007089662.1	lnc_RNA	48100567	48134044	+
gene-LOC124904917	rna-XR_007089663.1	lnc_RNA	48123725	48134044	+
gene-LOC124904917	rna-XR_007089661.1	lnc_RNA	48126583	48134044	+
